Product ID,SKU Code,Product Name,Supplier,Purchase Cost,Units Sold,Sale Date,Expiration Date,Promotional Code,Customer Feedback,Returns,Return Reason,Tax Category,Gender,Age Group,Weight (kg),Dimensions (cm),Sustainability,Store,City,Province,Region,Category,Unit Price,Type of Sale,Month of Sale,Quarter of Sale,Bimonth of Sale,Year of Sale
196,SKU00196,Jeans,Bailey PLC,9.285455849704318,34,2024-03-29,2025-11-29,,3,0,Change of mind,Standard,Female,Senior,4.759744628561472,24.7 x 40.5 x 18.8,Yes,Brown-Alvarez,Ischia,Naples,Campania,Accessories,51.905619700536384,Store Pickup,March 2024,Q1 2024,B2 2024,2024
197,SKU00197,Accessories,Martin LLC,13.242350157003276,33,2023-08-17,2026-01-27,IEX-6376,3,2,Not as described,Standard,Male,Senior,3.3805566946581522,18.1 x 14.3 x 4.0,Yes,"Perez, Wong and Martinez",Messina,Palermo,Sicily,Shoes,55.16865310615466,Online,August 2023,Q3 2023,B4 2023,2023
198,SKU00198,Shoes,Fisher-Walker,24.060394472290152,26,2023-12-18,2026-03-24,KUK-5603,2,0,Change of mind,Super-Reduced,Male,Senior,0.6248037273342741,38.3 x 45.5 x 1.3,Yes,"Johnson, Thomas and Phillips",Padua,Venice,Veneto,Men,50.05338081428593,Online,December 2023,Q4 2023,B6 2023,2023
199,SKU00199,Jeans,"Weber, Deleon and Bailey",29.98442504689008,5,2024-01-31,2025-10-10,ZGV-8123,1,1,Defective,Reduced,Male,Teen,1.523731369474344,19.8 x 41.7 x 19.1,Yes,Gonzales Group,Turin,Turin,Piedmont,Women,16.572220869538338,In-store,January 2024,Q1 2024,B1 2024,2024
200,SKU00200,Trousers,Navarro Group,11.056769216475637,78,2023-06-11,2024-10-18,,5,0,Defective,Standard,Female,Senior,3.8460294195049953,29.5 x 16.2 x 5.8,No,Franklin and Sons,Trento,Trento,Trentino-Alto Adige,Unisex,82.79320003037708,In-store,June 2023,Q2 2023,B3 2023,2023
201,SKU00201,Shoes,Fleming-Lara,38.43235935549102,37,2023-09-10,2024-09-29,XHB-1744,2,1,Not as described,Standard,Female,Teen,1.594173953743355,16.5 x 43.8 x 10.4,Yes,"Valdez, Alvarado and Lee",Udine,Trieste,Friuli Venezia Giulia,Unisex,86.27472051378874,Delivery,September 2023,Q3 2023,B5 2023,2023
202,SKU00202,Jackets,Alexander-Tran,24.10950106748972,48,2024-04-09,2025-06-26,XIL-5510,1,8,Defective,Reduced,Male,Adult,0.37839046128612686,35.9 x 15.3 x 12.1,No,Rodriguez-Allen,Asti,Turin,Piedmont,Accessories,94.64606135604586,In-store,April 2024,Q2 2024,B2 2024,2024
203,SKU00203,Shirts,Carroll-Shaw,45.09612160437137,73,2023-06-01,2024-06-07,IGH-8208,2,7,Not as described,Super-Reduced,Male,Teen,2.914019888050215,28.3 x 13.3 x 7.3,No,Thomas-Rubio,Pordenone,Trieste,Friuli Venezia Giulia,Accessories,47.35229296647056,Online,June 2023,Q2 2023,B3 2023,2023
204,SKU00204,Jackets,Morales-Taylor,43.72571527870418,94,2023-12-23,2026-03-24,,2,2,Other,Standard,Non-binary,Senior,3.463889553995652,33.3 x 36.9 x 9.6,No,"Terry, Cole and Brown",Isernia,Campobasso,Molise,Women,47.67423508789349,Store Pickup,December 2023,Q4 2023,B6 2023,2023
205,SKU00205,Accessories,"Liu, Wise and Walsh",21.44397425968591,15,2023-12-24,2025-04-09,WUS-0939,3,8,,Super-Reduced,Non-binary,Teen,0.2248001883340064,16.1 x 46.3 x 12.9,Yes,"Ortiz, Lindsey and George",Taranto,Bari,Apulia,Unisex,51.731164759766656,Delivery,December 2023,Q4 2023,B6 2023,2023
206,SKU00206,Coats,Bailey Group,43.79901898756371,71,2023-10-10,2025-02-25,OKM-0376,1,5,Change of mind,Super-Reduced,Female,Adult,1.1424934264935624,18.6 x 36.3 x 12.9,No,Warren PLC,Civitavecchia,Rome,Lazio,Men,67.21885136623091,Delivery,October 2023,Q4 2023,B5 2023,2023
207,SKU00207,Accessories,Horne-Hill,37.615927262769816,27,2024-05-07,2026-02-16,AKA-9906,2,10,Change of mind,Super-Reduced,Female,Teen,2.7043942230978493,19.6 x 20.8 x 1.5,No,Jones Inc,Sassari,Cagliari,Sardinia,Accessories,25.843320056600675,In-store,May 2024,Q2 2024,B3 2024,2024
208,SKU00208,Jeans,"Webb, Ayala and Soto",46.03030119467566,12,2023-11-21,2025-03-12,JUK-6090,1,3,Other,Reduced,Female,Senior,0.38439669001974397,42.3 x 20.5 x 5.1,No,Wallace PLC,Cagliari,Cagliari,Sardinia,Women,96.78345090930861,In-store,November 2023,Q4 2023,B6 2023,2023
209,SKU00209,Trousers,King-Black,26.05497102617437,67,2024-03-20,2025-02-26,,5,9,Other,Reduced,Male,Senior,3.3239685727041985,32.3 x 30.2 x 7.2,Yes,Richardson-Sheppard,Spoleto,Perugia,Umbria,Shoes,10.31491721412493,Delivery,March 2024,Q1 2024,B2 2024,2024
210,SKU00210,Coats,"Aguilar, Taylor and Clark",12.465607798005465,30,2024-03-17,2025-08-19,QIA-6623,4,10,Not as described,Standard,Male,Teen,0.2218828561561707,32.2 x 24.5 x 1.2,Yes,Mccarty Inc,Arezzo,Florence,Tuscany,Men,24.64167554824157,Online,March 2024,Q1 2024,B2 2024,2024
211,SKU00211,Bags,"Yates, Nichols and Sosa",27.044822219488893,35,2023-07-09,2025-09-28,ZCD-6274,1,9,,Standard,Male,Senior,2.3403933826862713,12.7 x 45.1 x 5.4,Yes,Rodriguez LLC,Oristano,Cagliari,Sardinia,Men,11.916720630871069,Online,July 2023,Q3 2023,B4 2023,2023
212,SKU00212,Shirts,Lang Ltd,20.899451049085066,61,2023-08-19,2026-01-03,XKH-2979,5,10,Defective,Standard,Non-binary,Adult,2.785124779857279,10.7 x 45.3 x 1.2,No,Smith-Carter,Lecce,Bari,Apulia,Accessories,53.43883138737257,Delivery,August 2023,Q3 2023,B4 2023,2023
213,SKU00213,Accessories,Bennett-Bates,47.96994800440416,100,2023-10-30,2025-03-20,,4,5,Other,Super-Reduced,Female,Teen,3.5320674377446633,33.0 x 46.9 x 14.0,No,Romero-Evans,Isernia,Campobasso,Molise,Women,88.27444071788868,Online,October 2023,Q4 2023,B5 2023,2023
214,SKU00214,Trousers,Miranda-Roberts,31.813550497829684,97,2023-11-10,2024-11-30,XIY-9476,1,0,Not as described,Standard,Non-binary,Senior,4.999074162604355,20.8 x 13.9 x 15.2,Yes,"Garcia, Daniels and Summers",Verbania,Turin,Piedmont,Accessories,81.14293065266793,In-store,November 2023,Q4 2023,B6 2023,2023
215,SKU00215,Jackets,"Foster, Myers and English",43.09356118667171,19,2024-05-23,2026-01-02,,4,5,Change of mind,Super-Reduced,Female,Senior,0.9959941601734227,40.2 x 30.8 x 19.8,Yes,Webb Ltd,Ortona,Chieti,Abruzzo,Shoes,91.78517024556045,Store Pickup,May 2024,Q2 2024,B3 2024,2024
216,SKU00216,Bags,Hill-Taylor,16.39790854522855,41,2023-12-22,2024-12-29,,4,9,,Reduced,Non-binary,Adult,4.3745604966393214,34.9 x 25.8 x 16.7,Yes,Blair-Hudson,Pisa,Florence,Tuscany,Women,43.388603887311106,In-store,December 2023,Q4 2023,B6 2023,2023
217,SKU00217,Coats,Martinez-Bishop,28.861136236643304,96,2024-02-19,2024-12-05,XFR-3458,5,10,Not as described,Standard,Non-binary,Adult,3.367196847862707,14.7 x 46.8 x 3.9,Yes,Padilla and Sons,Grosseto,Florence,Tuscany,Shoes,89.27364174309771,Store Pickup,February 2024,Q1 2024,B1 2024,2024
218,SKU00218,Shirts,Rodriguez-Khan,34.44345043122031,18,2024-04-28,2026-05-05,TFB-0428,4,5,Not as described,Reduced,Non-binary,Senior,2.465768713339274,38.4 x 40.6 x 3.1,Yes,"Alexander, Williams and Barrett",Campobasso,Campobasso,Molise,Women,40.89793731208228,Store Pickup,April 2024,Q2 2024,B2 2024,2024
219,SKU00219,Shirts,Brown-Ellis,17.357479166907666,67,2023-07-07,2025-01-09,PZI-1892,3,0,Not as described,Standard,Female,Teen,4.087460345601097,22.7 x 43.5 x 6.4,Yes,"Jordan, Kim and Mann",Forlì,Bologna,Emilia-Romagna,Men,88.41085399164695,In-store,July 2023,Q3 2023,B4 2023,2023
220,SKU00220,Accessories,Smith-Ward,21.380678200352982,21,2024-02-17,2026-04-08,AYJ-9531,2,1,,Reduced,Female,Adult,0.5040608185281183,48.3 x 13.8 x 5.3,Yes,"Hood, Davis and Harris",Savona,Genoa,Liguria,Women,60.297663369012454,Store Pickup,February 2024,Q1 2024,B1 2024,2024
221,SKU00221,Trousers,"Smith, Santiago and Hill",25.54774502730337,91,2024-04-02,2025-09-27,ZNQ-4914,2,9,Other,Standard,Female,Adult,1.4444337147534752,39.5 x 27.3 x 18.3,Yes,Oconnor-Smith,Perugia,Perugia,Umbria,Unisex,30.305370026764738,Store Pickup,April 2024,Q2 2024,B2 2024,2024
222,SKU00222,Jackets,Chapman-Sullivan,10.33923965801849,65,2024-03-25,2024-07-16,,3,8,Not as described,Super-Reduced,Non-binary,Adult,2.9185933443877965,11.1 x 22.4 x 16.8,Yes,"Smith, Smith and Morgan",Ortona,Chieti,Abruzzo,Unisex,31.693823662074884,In-store,March 2024,Q1 2024,B2 2024,2024
223,SKU00223,Shirts,Nguyen Group,17.31478476760369,57,2023-10-28,2026-01-09,FHC-7930,1,1,Not as described,Standard,Female,Adult,2.0665354590792027,38.1 x 34.9 x 2.6,No,Daniels and Sons,Frosinone,Rome,Lazio,Shoes,68.36191704623985,Online,October 2023,Q4 2023,B5 2023,2023
224,SKU00224,Bags,Stanley-Woodward,48.757542427600605,66,2023-10-13,2026-05-03,DGR-7871,3,3,Defective,Standard,Female,Teen,1.6957762931420637,19.2 x 17.8 x 4.0,Yes,Barajas PLC,Nuoro,Cagliari,Sardinia,Accessories,49.15167486151702,In-store,October 2023,Q4 2023,B5 2023,2023
225,SKU00225,Jackets,Caldwell PLC,49.25228321546651,36,2023-07-20,2025-06-16,,1,6,Other,Super-Reduced,Male,Adult,2.2957839940966003,42.4 x 21.8 x 7.5,No,Gutierrez-Nguyen,Capri,Naples,Campania,Accessories,66.76706119595735,Online,July 2023,Q3 2023,B4 2023,2023
226,SKU00226,Bags,Harmon PLC,47.765179750822405,56,2023-07-22,2025-04-16,,3,1,Defective,Super-Reduced,Non-binary,Adult,3.259216077889765,46.7 x 45.5 x 5.9,No,"Rodriguez, Thomas and Friedman",Oristano,Cagliari,Sardinia,Men,41.33395410389224,Delivery,July 2023,Q3 2023,B4 2023,2023
227,SKU00227,Accessories,Smith-Zuniga,12.963685546489785,56,2024-04-27,2025-02-03,,5,10,Other,Super-Reduced,Female,Senior,4.782041586658312,14.5 x 46.6 x 2.2,No,Gross and Sons,Pordenone,Trieste,Friuli Venezia Giulia,Shoes,70.85405649842109,Store Pickup,April 2024,Q2 2024,B2 2024,2024
228,SKU00228,Jackets,Paul and Sons,22.668068619574935,77,2023-11-12,2024-10-26,,5,9,Other,Reduced,Male,Senior,3.030155242111874,45.3 x 41.3 x 3.4,Yes,Erickson Ltd,L’Aquila,Chieti,Abruzzo,Unisex,74.11071463333383,In-store,November 2023,Q4 2023,B6 2023,2023
229,SKU00229,Jeans,Reese Inc,35.29153870891087,98,2023-09-29,2024-10-09,,3,8,,Reduced,Female,Adult,2.350486382635924,49.3 x 45.8 x 6.9,Yes,"Curtis, Macias and Taylor",Catania,Palermo,Sicily,Unisex,50.27010424604843,Online,September 2023,Q3 2023,B5 2023,2023
230,SKU00230,Jeans,"Anderson, Sexton and Becker",43.22731829965952,57,2023-06-07,2024-12-21,CYQ-3285,4,7,Defective,Super-Reduced,Male,Adult,3.218779755887776,19.7 x 13.9 x 5.6,Yes,"Duke, Young and Klein",Parma,Bologna,Emilia-Romagna,Men,46.20382349687684,In-store,June 2023,Q2 2023,B3 2023,2023
231,SKU00231,Jeans,"Hodges, Daniels and Hughes",9.461598339486965,22,2023-11-21,2025-06-27,,2,6,Not as described,Super-Reduced,Female,Teen,3.9830062994546838,20.6 x 27.5 x 11.3,No,"Smith, Shepherd and Scott",Macerata,Ancona,Marche,Unisex,58.86716097671132,Online,November 2023,Q4 2023,B6 2023,2023
232,SKU00232,Shoes,"Townsend, Hoffman and Vargas",29.160035908515823,46,2023-09-29,2025-04-11,PYT-2560,4,8,Change of mind,Standard,Male,Adult,3.4091128014586976,23.2 x 32.4 x 19.7,Yes,Harris Group,Campobasso,Campobasso,Molise,Unisex,96.04570224759364,Delivery,September 2023,Q3 2023,B5 2023,2023
233,SKU00233,Bags,Brown Ltd,11.843307417999862,17,2024-01-04,2024-07-24,,2,2,,Super-Reduced,Female,Senior,1.774237493109383,32.9 x 44.5 x 3.8,Yes,"Garcia, Ray and Evans",Latina,Rome,Lazio,Unisex,75.00597791059123,Online,January 2024,Q1 2024,B1 2024,2024
234,SKU00234,Jackets,Terry Group,41.29709714180454,84,2023-08-24,2026-03-25,NLE-3174,4,3,Defective,Super-Reduced,Female,Senior,3.910810058123611,29.1 x 20.3 x 17.1,No,Mcclain Inc,Courmayeur,Aosta,Aosta Valley,Women,38.98751075174958,Online,August 2023,Q3 2023,B4 2023,2023
235,SKU00235,Jeans,Miller-Hawkins,39.238262693680845,5,2023-10-10,2025-04-03,RQA-4193,5,7,Change of mind,Reduced,Male,Senior,3.2647975524057817,36.1 x 40.3 x 8.4,No,Cochran-Hanson,Varese,Milan,Lombardy,Unisex,47.30441512889405,In-store,October 2023,Q4 2023,B5 2023,2023
236,SKU00236,Accessories,Thompson Inc,9.07705740654792,78,2024-01-25,2024-06-08,AAE-5290,2,9,Not as described,Reduced,Non-binary,Teen,1.676538054259927,46.3 x 36.5 x 2.5,Yes,"Barnes, Maxwell and Barnes",Trieste,Trieste,Friuli Venezia Giulia,Men,23.593367585681175,Store Pickup,January 2024,Q1 2024,B1 2024,2024
237,SKU00237,Shoes,"Wood, Gonzalez and Chandler",23.15605270372408,86,2023-11-10,2025-07-24,,4,0,Change of mind,Standard,Non-binary,Senior,1.0310718138482735,42.1 x 46.8 x 18.2,No,Johnson Ltd,Biella,Turin,Piedmont,Accessories,97.28264218046263,Online,November 2023,Q4 2023,B6 2023,2023
238,SKU00238,Jackets,"Henry, Lamb and Smith",25.518443525498174,79,2023-07-18,2026-04-15,,5,3,Other,Super-Reduced,Female,Adult,4.135098613407408,45.7 x 29.1 x 7.5,No,Cole Group,Macerata,Ancona,Marche,Accessories,81.935252832156,Store Pickup,July 2023,Q3 2023,B4 2023,2023
239,SKU00239,Accessories,"Richmond, Thomas and Walker",11.037588558237967,88,2024-02-12,2024-09-15,SAX-6464,5,3,Other,Standard,Male,Senior,3.075303558888695,33.7 x 41.5 x 15.9,No,Tapia Ltd,Lecco,Milan,Lombardy,Men,64.14405350163608,Online,February 2024,Q1 2024,B1 2024,2024
240,SKU00240,Shoes,"Martinez, Holland and Ramirez",36.17377533139671,46,2024-02-12,2026-01-12,SYD-6843,1,3,Defective,Standard,Male,Teen,2.6650794996362137,25.7 x 34.7 x 10.0,No,Padilla-Simpson,Ancona,Ancona,Marche,Men,83.73776416092883,Online,February 2024,Q1 2024,B1 2024,2024
241,SKU00241,Coats,Hart PLC,29.613105535952904,52,2024-05-24,2024-12-09,EUC-8643,3,4,Change of mind,Super-Reduced,Non-binary,Teen,4.625787571046511,46.9 x 46.5 x 18.1,No,"Edwards, Miranda and Perez",Sassari,Cagliari,Sardinia,Unisex,24.383127830753374,Store Pickup,May 2024,Q2 2024,B3 2024,2024
242,SKU00242,Coats,Campbell Inc,33.92038678175132,64,2023-10-26,2025-07-21,VQM-7190,4,2,Change of mind,Super-Reduced,Female,Teen,4.2831711990716865,46.6 x 17.2 x 7.1,Yes,Davis-Obrien,Cuneo,Turin,Piedmont,Women,35.11544018093322,Delivery,October 2023,Q4 2023,B5 2023,2023
243,SKU00243,Shoes,Lewis-Todd,32.31888619870948,55,2024-03-15,2025-01-12,,1,6,Not as described,Reduced,Female,Senior,3.834237751944258,28.5 x 20.3 x 10.6,No,"Richmond, Melton and Ward",Orvieto,Perugia,Umbria,Accessories,59.16940279570746,Online,March 2024,Q1 2024,B2 2024,2024
244,SKU00244,Shoes,Bell-Stewart,47.632776470894854,96,2023-08-16,2026-01-27,,5,3,Change of mind,Standard,Female,Adult,1.0067922705104195,44.2 x 38.6 x 9.8,No,Flores-Wood,Vibo Valentia,Catanzaro,Calabria,Men,64.44918080047805,Delivery,August 2023,Q3 2023,B4 2023,2023
245,SKU00245,Trousers,Bennett PLC,33.10913244603797,14,2023-10-11,2025-05-18,PDR-2267,5,8,Other,Super-Reduced,Female,Adult,4.5488204072797656,11.2 x 14.4 x 1.8,No,Ayers Ltd,Biella,Turin,Piedmont,Men,57.411320139978024,Store Pickup,October 2023,Q4 2023,B5 2023,2023
246,SKU00246,Jeans,"Davis, Atkins and Salazar",11.261879530642773,31,2024-04-11,2024-09-21,,3,9,Defective,Reduced,Female,Teen,1.0701837342999965,28.9 x 39.9 x 8.3,No,Morgan LLC,Merano,Trento,Trentino-Alto Adige,Women,61.3146670620413,Online,April 2024,Q2 2024,B2 2024,2024
247,SKU00247,Coats,Hodges-Aguirre,26.270807213940895,86,2023-10-10,2025-10-30,EDP-2264,3,3,Change of mind,Super-Reduced,Female,Senior,4.107165910864208,15.4 x 19.1 x 2.0,Yes,King Ltd,Ancona,Ancona,Marche,Unisex,77.5137380359656,Delivery,October 2023,Q4 2023,B5 2023,2023
248,SKU00248,Coats,Brown and Sons,8.700634423962708,59,2023-10-03,2026-03-01,,2,7,Other,Super-Reduced,Male,Senior,1.7315964821090792,28.6 x 43.4 x 11.6,Yes,Cowan and Sons,Campobasso,Campobasso,Molise,Accessories,75.9050273580246,Delivery,October 2023,Q4 2023,B5 2023,2023
249,SKU00249,Trousers,Bates-Baker,29.25198896384178,61,2023-08-30,2025-02-24,EUD-7204,2,1,Defective,Standard,Non-binary,Adult,3.4193158732494524,27.6 x 18.9 x 1.5,Yes,"Rowe, Mathews and Davis",Sondrio,Milan,Lombardy,Accessories,16.363942216073003,In-store,August 2023,Q3 2023,B4 2023,2023
250,SKU00250,Bags,Bowen-Roberts,6.549810159431912,87,2023-08-04,2025-02-05,XGZ-4947,5,3,Defective,Standard,Female,Adult,4.291900417888952,43.4 x 16.0 x 19.9,No,Khan LLC,Ascoli Piceno,Ancona,Marche,Women,25.6823368847026,Store Pickup,August 2023,Q3 2023,B4 2023,2023
251,SKU00251,Jackets,Velez-Brown,26.66543010727717,12,2024-03-05,2024-06-28,,2,0,Defective,Super-Reduced,Female,Adult,4.974753038622702,48.3 x 15.7 x 15.4,No,Arnold-Taylor,Naples,Naples,Campania,Unisex,98.62772940437776,Online,March 2024,Q1 2024,B2 2024,2024
252,SKU00252,Coats,Hernandez and Sons,19.031752535396897,49,2023-10-13,2025-12-13,JAI-3720,2,4,Defective,Standard,Non-binary,Adult,1.2991601930541894,22.6 x 26.4 x 4.9,No,Durham-Cooper,Terni,Perugia,Umbria,Women,86.27448078680963,Delivery,October 2023,Q4 2023,B5 2023,2023
253,SKU00253,Jeans,Farmer PLC,36.28567031216483,73,2024-03-26,2025-03-25,VGO-9894,1,2,Change of mind,Standard,Male,Senior,0.821813415280414,31.7 x 49.1 x 17.3,Yes,Boyd PLC,Naples,Naples,Campania,Accessories,86.50841202531127,Delivery,March 2024,Q1 2024,B2 2024,2024
254,SKU00254,Coats,"Alvarez, Schroeder and Cook",15.450516910110196,16,2023-08-31,2026-02-28,,1,3,,Super-Reduced,Male,Adult,3.724715795349819,44.2 x 44.0 x 3.0,No,"Alvarez, Brown and Alvarez",Cuneo,Turin,Piedmont,Shoes,12.651899830298046,Store Pickup,August 2023,Q3 2023,B4 2023,2023
255,SKU00255,Trousers,Keith Inc,13.364316763588393,32,2023-12-13,2025-09-11,CLI-5044,3,5,Other,Standard,Non-binary,Adult,0.7146340088521228,47.2 x 38.6 x 18.7,Yes,Lamb-Herring,Pescara,Chieti,Abruzzo,Men,11.66114514929818,Delivery,December 2023,Q4 2023,B6 2023,2023
256,SKU00256,Shirts,Lopez Inc,46.7117238779923,74,2023-10-21,2025-05-05,,5,1,,Standard,Male,Senior,1.232457943577044,31.6 x 21.4 x 3.2,Yes,Mccall-Brown,Foggia,Bari,Apulia,Unisex,10.68368136925024,Delivery,October 2023,Q4 2023,B5 2023,2023
257,SKU00257,Bags,Flynn PLC,47.20755108280976,75,2023-07-09,2025-06-24,,1,6,Other,Reduced,Male,Teen,1.2570312494864992,41.5 x 21.2 x 12.9,No,Underwood and Sons,Fermo,Ancona,Marche,Shoes,59.00963815702599,In-store,July 2023,Q3 2023,B4 2023,2023
258,SKU00258,Accessories,Moran Inc,17.62842780448522,12,2024-05-19,2024-12-06,,4,5,Not as described,Super-Reduced,Non-binary,Teen,2.881135796625861,21.1 x 23.6 x 2.8,Yes,Allen LLC,Pisa,Florence,Tuscany,Men,32.02930001365403,Online,May 2024,Q2 2024,B3 2024,2024
259,SKU00259,Jackets,"Andrade, Chang and Wagner",43.724390908200725,41,2024-01-18,2024-12-21,,4,8,,Standard,Female,Adult,3.0776094560713734,41.2 x 44.8 x 13.1,Yes,"Roberts, Thompson and Knight",Matera,Potenza,Basilicata,Men,32.193934401595726,In-store,January 2024,Q1 2024,B1 2024,2024
260,SKU00260,Jackets,"Golden, Tyler and Pitts",42.24505353060761,27,2024-05-16,2025-07-16,,4,2,Defective,Super-Reduced,Female,Teen,4.632512845783808,28.5 x 12.8 x 3.7,No,"Collins, Moon and Scott",Teramo,Chieti,Abruzzo,Women,95.36131791238275,Online,May 2024,Q2 2024,B3 2024,2024
261,SKU00261,Shirts,"Strickland, Cooper and Hammond",6.772452894202848,44,2023-06-27,2025-12-30,,5,2,Change of mind,Super-Reduced,Male,Senior,0.33219219657605825,27.5 x 40.0 x 1.5,No,"Williams, Richardson and Roberts",Orvieto,Perugia,Umbria,Accessories,44.93181459420089,In-store,June 2023,Q2 2023,B3 2023,2023
262,SKU00262,Jeans,Morris-Evans,32.427082836025356,57,2023-10-16,2025-04-27,JAL-7148,4,8,Defective,Reduced,Female,Adult,4.804592029770152,34.5 x 28.2 x 13.1,Yes,"Newton, Pratt and Parker",Cosenza,Catanzaro,Calabria,Shoes,92.76723119386823,In-store,October 2023,Q4 2023,B5 2023,2023
263,SKU00263,Coats,"Decker, Stout and Garcia",12.415936021054677,92,2023-11-27,2025-01-05,,2,8,Not as described,Reduced,Male,Senior,3.088523639230445,36.5 x 39.8 x 16.2,Yes,Martin Inc,Cuneo,Turin,Piedmont,Women,69.85541232305869,In-store,November 2023,Q4 2023,B6 2023,2023
264,SKU00264,Accessories,"Dean, Gates and Stephens",5.510169077131599,81,2023-06-23,2026-01-23,VRS-8776,2,10,Other,Reduced,Non-binary,Senior,0.7017468794305377,41.5 x 37.7 x 8.8,No,Flores Inc,Cuneo,Turin,Piedmont,Men,86.26451266354294,Store Pickup,June 2023,Q2 2023,B3 2023,2023
265,SKU00265,Jeans,"Martin, Stuart and Bennett",6.786931197514158,20,2024-01-09,2025-06-12,,3,5,Not as described,Reduced,Non-binary,Senior,1.6979248744234503,30.4 x 27.7 x 1.4,No,"Richards, Howard and Farrell",Ferrara,Bologna,Emilia-Romagna,Unisex,62.69390231234762,Store Pickup,January 2024,Q1 2024,B1 2024,2024
266,SKU00266,Bags,Stephens and Sons,20.06922796864184,56,2024-03-27,2026-03-22,,3,3,Other,Reduced,Female,Teen,2.4088207783307936,38.8 x 42.4 x 16.1,Yes,Winters Group,Reggio Calabria,Catanzaro,Calabria,Accessories,54.004113888742566,In-store,March 2024,Q1 2024,B2 2024,2024
267,SKU00267,Shoes,Hughes and Sons,8.636865738528385,95,2023-12-24,2024-06-27,,5,4,Not as described,Reduced,Male,Adult,0.4438376140218908,38.2 x 37.1 x 10.7,Yes,"Keller, Lopez and Gordon",Pisa,Florence,Tuscany,Women,66.73939858951073,In-store,December 2023,Q4 2023,B6 2023,2023
268,SKU00268,Shoes,Higgins-Moreno,36.70821443277292,67,2024-04-15,2025-02-23,,4,7,Not as described,Reduced,Female,Teen,3.714985377342721,30.9 x 21.6 x 16.7,Yes,Myers-Rodriguez,Potenza,Potenza,Basilicata,Accessories,18.88738461345727,Store Pickup,April 2024,Q2 2024,B2 2024,2024
269,SKU00269,Jackets,Clark Ltd,23.41887544729897,59,2024-02-18,2025-03-24,,1,3,Not as described,Super-Reduced,Male,Adult,0.21298680935627118,13.9 x 45.6 x 8.2,No,Flores Group,Vibo Valentia,Catanzaro,Calabria,Unisex,67.31466595464556,Online,February 2024,Q1 2024,B1 2024,2024
270,SKU00270,Trousers,Hill Group,35.2856655853643,27,2024-03-01,2024-07-07,KMH-4680,5,8,,Standard,Female,Adult,2.068086295557559,25.8 x 34.8 x 3.5,Yes,Taylor-Middleton,Reggio Calabria,Catanzaro,Calabria,Women,60.74345865772036,Online,March 2024,Q1 2024,B2 2024,2024
271,SKU00271,Shirts,Morrison Ltd,36.78303478394858,1,2023-08-16,2025-11-06,NSK-8339,2,6,Not as described,Standard,Female,Senior,3.9410709484080106,43.6 x 22.0 x 3.1,No,"Davis, Porter and Torres",Matera,Potenza,Basilicata,Shoes,51.003059030918934,Store Pickup,August 2023,Q3 2023,B4 2023,2023
272,SKU00272,Jeans,"Bright, Adams and Schmidt",17.49252846881898,16,2023-11-13,2025-06-10,,2,3,Not as described,Super-Reduced,Non-binary,Teen,3.419562532209387,15.2 x 26.4 x 17.6,Yes,Holmes Group,Campobasso,Campobasso,Molise,Unisex,77.3443383442124,In-store,November 2023,Q4 2023,B6 2023,2023
273,SKU00273,Jackets,Hardy-Ryan,31.79434374753732,85,2023-06-21,2026-01-28,,3,0,Change of mind,Super-Reduced,Male,Senior,0.15479750931685957,47.4 x 17.8 x 4.9,No,"Green, Horne and Bryant",Pordenone,Trieste,Friuli Venezia Giulia,Women,22.92619534668909,Store Pickup,June 2023,Q2 2023,B3 2023,2023
274,SKU00274,Bags,Kim-Ross,23.409537385325734,50,2023-12-26,2026-04-09,,5,5,Defective,Reduced,Non-binary,Teen,2.181102093810091,44.0 x 39.5 x 2.3,No,Andrews-Lynch,Terni,Perugia,Umbria,Men,85.82721589796955,In-store,December 2023,Q4 2023,B6 2023,2023
275,SKU00275,Shirts,Frye-Fleming,5.6419412055673215,38,2023-06-10,2024-11-13,,5,8,Other,Standard,Female,Teen,2.240855716629974,12.3 x 47.5 x 6.9,No,"Bennett, Lambert and Pittman",Spoleto,Perugia,Umbria,Accessories,80.81337279341237,Delivery,June 2023,Q2 2023,B3 2023,2023
276,SKU00276,Jackets,Figueroa LLC,27.884818029066064,95,2023-07-05,2025-01-27,FUZ-8916,5,0,Other,Reduced,Non-binary,Senior,3.1873880308815417,34.8 x 11.7 x 4.8,No,Chang Inc,Macerata,Ancona,Marche,Women,99.8099754795123,Delivery,July 2023,Q3 2023,B4 2023,2023
277,SKU00277,Accessories,"Hernandez, Buckley and Dorsey",32.45055714263532,96,2023-10-31,2026-02-18,RKQ-2513,3,6,Defective,Reduced,Male,Adult,3.1236482755848543,17.4 x 19.0 x 11.2,No,"Smith, Morton and Nelson",Campobasso,Campobasso,Molise,Shoes,49.19986071866927,Online,October 2023,Q4 2023,B5 2023,2023
278,SKU00278,Shoes,"Reese, Taylor and Mahoney",15.368352408802652,4,2023-11-19,2025-04-21,OOP-4416,4,0,Other,Super-Reduced,Male,Adult,4.8875485374388745,19.3 x 14.0 x 11.2,Yes,Lowery-Harris,Melfi,Potenza,Basilicata,Women,94.78508771603376,In-store,November 2023,Q4 2023,B6 2023,2023
