Product ID,SKU Code,Product Name,Supplier,Purchase Cost,Units Sold,Sale Date,Expiration Date,Promotional Code,Customer Feedback,Returns,Return Reason,Tax Category,Gender,Age Group,Weight (kg),Dimensions (cm),Sustainability,Store,City,Province,Region,Category,Unit Price,Type of Sale,Month of Sale,Quarter of Sale,Bimonth of Sale,Year of Sale
2379,SKU02379,Coats,"Porter, Mayer and Freeman",34.35415555891969,44,2023-02-01 00:00:00,2026-10-04 00:00:00,IHR-8666,5,,,,,,,,,,Reggio Calabria,Catanzaro,Calabria,Women,67.59456677044409,In-store,June 2023,Q4 2023,B5 2023,2023
2380,SKU02380,Coats,Jenkins-Reynolds,25.410540382472036,69,2023-06-30 00:00:00,2024-10-24 00:00:00,WGR-8604,3,,,,,,,,,,Bergamo,Milan,Lombardy,Accessories,58.1297583416252,Store Pickup,June 2023,Q2 2024,B5 2023,2024
2381,SKU02381,Coats,Lowe Inc,45.280716891934276,53,2024-10-28 00:00:00,2025-03-30 00:00:00,MNZ-8110,3,,,,,,,,,,Forlì,Bologna,Emilia-Romagna,Women,70.07827425740264,In-store,August 2023,Q2 2024,B2 2024,2023
2382,SKU02382,Trousers,Olson Group,28.36007074090699,13,2023-11-06 00:00:00,2026-07-22 00:00:00,VMN-6506,3,,,,,,,,,,Chieti,Chieti,Abruzzo,Men,80.82571892811993,Delivery,June 2023,Q1 2024,B5 2023,2023
2383,SKU02383,Bags,"Barker, Burke and Lloyd",6.630876135549464,82,2024-12-25 00:00:00,2026-09-03 00:00:00,XET-8839,1,,,,,,,,,,Civitavecchia,Rome,Lazio,Women,18.61739399628986,Online,October 2023,Q1 2024,B1 2024,2023
2384,SKU02384,Bags,Webb-Harris,14.960906435347226,53,2024-02-09 00:00:00,2024-04-11 00:00:00,LGX-0557,4,,,,,,,,,,Nuoro,Cagliari,Sardinia,Unisex,88.25964097715321,In-store,June 2023,Q2 2024,B1 2024,2024
2385,SKU02385,Jeans,Martinez Group,20.145116711359492,79,2023-09-13 00:00:00,2024-05-18 00:00:00,JCX-0372,3,,,,,,,,,,Nuoro,Cagliari,Sardinia,Women,74.33201353723699,Online,July 2023,Q4 2023,B6 2023,2023
2386,SKU02386,Jeans,"Watts, Carter and Parker",39.9986442685349,61,2024-02-25 00:00:00,2026-12-23 00:00:00,DKU-5546,5,,,,,,,,,,Pescara,Chieti,Abruzzo,Shoes,51.95373009645544,Delivery,March 2024,Q1 2024,B6 2023,2023
2387,SKU02387,Coats,"Brown, Jones and Nichols",19.350762156204,27,2024-01-17 00:00:00,2025-06-08 00:00:00,ZIP-9489,3,,,,,,,,,,Treviso,Venice,Veneto,Unisex,96.54226763928008,Delivery,November 2023,Q2 2023,B1 2024,2023
2388,SKU02388,Trousers,Villegas PLC,29.24651224988755,43,2023-01-10 00:00:00,2026-07-19 00:00:00,CXN-6164,3,,,,,,,,,,Brescia,Milan,Lombardy,Unisex,76.15350880838957,In-store,April 2024,Q4 2023,B1 2024,2023
2389,SKU02389,Shirts,Greer-Conner,12.496100703521094,43,2024-09-28 00:00:00,2024-07-19 00:00:00,JJK-9157,2,,,,,,,,,,Ischia,Naples,Campania,Women,79.37781881657136,In-store,October 2023,Q4 2023,B3 2024,2023
2390,SKU02390,Bags,"Evans, Wells and Wilson",35.83920662609368,94,2023-07-24 00:00:00,2026-01-10 00:00:00,SHG-2659,4,,,,,,,,,,Caltanissetta,Palermo,Sicily,Shoes,55.01681279757163,Online,July 2023,Q4 2023,B5 2023,2023
2391,SKU02391,Accessories,Romero-Swanson,46.06891733423076,62,2024-03-22 00:00:00,2025-02-09 00:00:00,BLY-6608,5,,,,,,,,,,Taranto,Bari,Apulia,Accessories,89.32173980049488,Store Pickup,February 2024,Q3 2023,B3 2024,2023
2392,SKU02392,Shirts,"Khan, Freeman and Velasquez",41.162935655617765,29,2024-07-14 00:00:00,2025-01-17 00:00:00,XQW-7936,1,,,,,,,,,,Bergamo,Milan,Lombardy,Shoes,50.595059496573754,Store Pickup,November 2023,Q4 2023,B2 2024,2024
2393,SKU02393,Jeans,"Mcbride, Harvey and Hunt",21.147978486210953,14,2024-01-17 00:00:00,2024-09-19 00:00:00,DEU-1056,5,,,,,,,,,,Savona,Genoa,Liguria,Accessories,36.18858132766832,Online,July 2023,Q2 2023,B1 2024,2024
2394,SKU02394,Shoes,"Rodriguez, Morgan and Miller",44.52611043940472,33,2024-08-15 00:00:00,2026-09-18 00:00:00,XBZ-0171,5,,,,,,,,,,Verona,Venice,Veneto,Men,22.586274235887153,In-store,November 2023,Q1 2024,B6 2023,2023
2395,SKU02395,Coats,"Hall, Richard and Thompson",40.61244360575158,55,2023-09-10 00:00:00,2024-05-07 00:00:00,EYK-0666,2,,,,,,,,,,Udine,Trieste,Friuli Venezia Giulia,Shoes,83.29421598644966,Delivery,March 2024,Q4 2023,B4 2023,2023
2396,SKU02396,Bags,"Rojas, Morales and Barton",40.49585383481785,48,2024-07-29 00:00:00,2025-02-26 00:00:00,RTV-3135,5,,,,,,,,,,Campobasso,Campobasso,Molise,Shoes,26.538758988477383,Store Pickup,December 2023,Q4 2023,B1 2024,2024
2397,SKU02397,Accessories,Decker-Grant,9.46878534342735,19,2024-07-25 00:00:00,2025-02-28 00:00:00,PVX-3423,5,,,,,,,,,,Ischia,Naples,Campania,Unisex,10.861638791780253,Delivery,October 2023,Q1 2024,B1 2024,2023
2398,SKU02398,Jackets,"Rogers, Wright and Crawford",42.69247091335485,39,2023-12-11 00:00:00,2025-11-15 00:00:00,UZT-5427,3,,,,,,,,,,Lecco,Milan,Lombardy,Unisex,42.12059613547716,In-store,May 2024,Q2 2024,B6 2023,2023
2399,SKU02399,Bags,Stone-Waters,22.197205490599558,5,2023-08-28 00:00:00,2026-01-16 00:00:00,SAX-6464,5,,,,,,,,,,Rimini,Bologna,Emilia-Romagna,Shoes,14.48700361127905,Online,April 2024,Q4 2023,B2 2024,2023
2400,SKU02400,Bags,"Martinez, Watts and Robles",12.309461344384921,38,2023-04-19 00:00:00,2024-08-17 00:00:00,NAK-4300,1,,,,,,,,,,Reggio Emilia,Bologna,Emilia-Romagna,Accessories,90.04912768546116,In-store,May 2024,Q4 2023,B3 2024,2024
2401,SKU02401,Jeans,Olsen-Rodriguez,44.648180121976154,62,2023-11-09 00:00:00,2025-08-28 00:00:00,LXR-3917,4,,,,,,,,,,Avellino,Naples,Campania,Women,22.2196630667084,In-store,June 2023,Q1 2024,B3 2024,2023
2402,SKU02402,Trousers,Jones PLC,7.582806381773615,29,2024-05-16 00:00:00,2025-04-26 00:00:00,LRY-0965,5,,,,,,,,,,Bolzano,Trento,Trentino-Alto Adige,Men,11.654981905844451,Online,July 2023,Q4 2023,B4 2023,2023
2403,SKU02403,Shirts,Hernandez-Lowery,18.27556714879112,41,2023-03-12 00:00:00,2024-12-30 00:00:00,XHE-5995,2,,,,,,,,,,Piacenza,Bologna,Emilia-Romagna,Unisex,34.261601619515694,Delivery,December 2023,Q1 2024,B6 2023,2023
2404,SKU02404,Shirts,Davenport-Cox,19.721185593001444,81,2023-12-02 00:00:00,2026-11-11 00:00:00,WCG-5515,4,,,,,,,,,,Melfi,Potenza,Basilicata,Accessories,17.572021880309578,Delivery,October 2023,Q3 2023,B6 2023,2023
2405,SKU02405,Bags,"Rojas, Morales and Barton",9.037754027198757,98,2023-11-07 00:00:00,2025-07-06 00:00:00,MWN-3019,5,,,,,,,,,,Siena,Florence,Tuscany,Women,58.35766229120742,Delivery,May 2024,Q1 2024,B6 2023,2023
2406,SKU02406,Jeans,Perry-Gonzalez,14.186616159952514,72,2023-06-17 00:00:00,2026-09-27 00:00:00,AIC-3714,1,,,,,,,,,,Spoleto,Perugia,Umbria,Unisex,42.18700026795564,In-store,September 2023,Q3 2023,B5 2023,2023
2407,SKU02407,Bags,Martinez-Bishop,32.08843048705603,36,2023-02-21 00:00:00,2026-10-09 00:00:00,SDT-9444,1,,,,,,,,,,Enna,Palermo,Sicily,Accessories,37.06284883651641,Online,March 2024,Q4 2023,B3 2024,2023
2408,SKU02408,Jeans,Keith Inc,10.879340698685034,52,2024-08-19 00:00:00,2026-07-14 00:00:00,YBU-1987,3,,,,,,,,,,Ascoli Piceno,Ancona,Marche,Unisex,30.800114804442686,In-store,February 2024,Q3 2023,B3 2024,2024
2409,SKU02409,Jackets,"Burgess, Smith and Brooks",42.86511491459734,74,2023-02-01 00:00:00,2026-11-11 00:00:00,OOF-7165,1,,,,,,,,,,Modena,Bologna,Emilia-Romagna,Men,80.92486187889718,Store Pickup,September 2023,Q4 2023,B1 2024,2023
2410,SKU02410,Jackets,"Thompson, Graves and Waters",7.687157320361917,30,2023-08-25 00:00:00,2025-06-09 00:00:00,YWT-4425,3,,,,,,,,,,Rieti,Rome,Lazio,Women,14.850532524084752,Online,September 2023,Q3 2023,B6 2023,2023
2411,SKU02411,Shoes,Morales-Taylor,41.38696749206543,31,2023-12-29 00:00:00,2025-12-24 00:00:00,AFB-1399,2,,,,,,,,,,Udine,Trieste,Friuli Venezia Giulia,Men,66.60142272709076,Store Pickup,October 2023,Q1 2024,B2 2024,2023
2412,SKU02412,Shoes,David LLC,9.331877129447065,1,2024-03-17 00:00:00,2024-03-02 00:00:00,RGH-6668,4,,,,,,,,,,Treviso,Venice,Veneto,Shoes,65.57418139821925,In-store,June 2023,Q2 2024,B2 2024,2024
2413,SKU02413,Coats,Wilson Ltd,6.79720536047552,35,2024-07-03 00:00:00,2025-06-11 00:00:00,EEU-7501,4,,,,,,,,,,Piacenza,Bologna,Emilia-Romagna,Accessories,37.71574279355195,Delivery,June 2023,Q2 2023,B1 2024,2024
2414,SKU02414,Bags,Acosta-Kennedy,19.22835852883959,3,2024-08-23 00:00:00,2025-11-29 00:00:00,YQH-9978,4,,,,,,,,,,Merano,Trento,Trentino-Alto Adige,Women,44.161443171890035,Delivery,November 2023,Q1 2024,B5 2023,2023
2415,SKU02415,Coats,Morris-Wright,23.565083968052022,15,2023-12-21 00:00:00,2026-03-30 00:00:00,BAR-0082,4,,,,,,,,,,Salerno,Naples,Campania,Shoes,39.77960658024173,Store Pickup,November 2023,Q4 2023,B2 2024,2023
2416,SKU02416,Trousers,Rivera-Ryan,31.99034247912389,85,2024-02-19 00:00:00,2024-06-21 00:00:00,XKH-2979,2,,,,,,,,,,Gorizia,Trieste,Friuli Venezia Giulia,Men,55.896051102648926,Store Pickup,June 2023,Q2 2024,B5 2023,2024
2417,SKU02417,Coats,Smith-Baker,26.05269788945475,24,2023-06-27 00:00:00,2024-12-27 00:00:00,NHH-8445,5,,,,,,,,,,Taranto,Bari,Apulia,Shoes,21.855286411822757,Store Pickup,March 2024,Q2 2023,B6 2023,2023
2418,SKU02418,Bags,White-Watson,15.76981209124474,74,2024-07-22 00:00:00,2026-12-20 00:00:00,AYJ-9531,4,,,,,,,,,,Chieti,Chieti,Abruzzo,Accessories,87.28216026902057,Online,November 2023,Q4 2023,B1 2024,2023
2419,SKU02419,Coats,"Golden, Tyler and Pitts",40.23465206655955,1,2023-12-22 00:00:00,2024-10-29 00:00:00,DAX-2105,3,,,,,,,,,,Orvieto,Perugia,Umbria,Women,72.49504235624643,Online,March 2024,Q3 2023,B1 2024,2024
2420,SKU02420,Jeans,Gray Ltd,47.672884989506024,46,2023-11-18 00:00:00,2024-11-27 00:00:00,TPA-5091,3,,,,,,,,,,Gorizia,Trieste,Friuli Venezia Giulia,Unisex,13.469377754366665,Delivery,January 2024,Q4 2023,B6 2023,2023
2421,SKU02421,Trousers,Turner-Ayers,16.196974802457753,64,2023-06-14 00:00:00,2024-09-08 00:00:00,OST-4786,4,,,,,,,,,,Bolzano,Trento,Trentino-Alto Adige,Accessories,56.87798761449838,Delivery,October 2023,Q2 2024,B3 2024,2024
2422,SKU02422,Jeans,Jensen PLC,41.873541129868215,44,2024-03-30 00:00:00,2026-01-24 00:00:00,XBZ-0171,1,,,,,,,,,,Oristano,Cagliari,Sardinia,Women,34.9778806508204,Online,May 2024,Q1 2024,B2 2024,2024
2423,SKU02423,Shoes,Robertson Inc,32.075707592023214,61,2024-11-24 00:00:00,2026-10-07 00:00:00,PSO-2798,1,,,,,,,,,,Palermo,Palermo,Sicily,Women,68.53716001357317,In-store,March 2024,Q2 2023,B2 2024,2023
2424,SKU02424,Shirts,Patrick-Wallace,22.79046591156765,89,2023-08-12 00:00:00,2024-09-23 00:00:00,ACK-1029,2,,,,,,,,,,Novara,Turin,Piedmont,Unisex,33.90608629032325,Delivery,June 2023,Q3 2023,B2 2024,2023
2425,SKU02425,Jeans,"Daniels, Hampton and Smith",48.405545173404285,78,2024-12-17 00:00:00,2024-12-20 00:00:00,MNZ-8110,4,,,,,,,,,,Siena,Florence,Tuscany,Unisex,89.37314153814263,Store Pickup,February 2024,Q3 2023,B2 2024,2023
2426,SKU02426,Bags,"Wood, Gonzalez and Chandler",33.87980008304428,72,2024-12-07 00:00:00,2025-02-01 00:00:00,DST-1592,2,,,,,,,,,,Trapani,Palermo,Sicily,Shoes,41.774261946729894,Delivery,March 2024,Q4 2023,B1 2024,2024
2427,SKU02427,Trousers,"Irwin, Brown and Duffy",8.863228190598171,27,2024-01-29 00:00:00,2026-11-19 00:00:00,XHI-2084,1,,,,,,,,,,Salerno,Naples,Campania,Unisex,36.48753310135691,Online,March 2024,Q2 2023,B4 2023,2023
2428,SKU02428,Trousers,Garza-Williams,31.777297841716255,95,2024-11-04 00:00:00,2026-03-18 00:00:00,HCA-6709,5,,,,,,,,,,Civitavecchia,Rome,Lazio,Accessories,78.75077862448033,Store Pickup,December 2023,Q1 2024,B4 2023,2024
2429,SKU02429,Jeans,Davis Group,9.783754670340667,84,2023-01-18 00:00:00,2026-12-17 00:00:00,WGR-8604,3,,,,,,,,,,Pisa,Florence,Tuscany,Accessories,94.6996246967334,Online,January 2024,Q3 2023,B5 2023,2024
2430,SKU02430,Trousers,"Armstrong, Hill and Marshall",27.329686976935555,83,2023-01-23 00:00:00,2024-05-19 00:00:00,PLY-3544,5,,,,,,,,,,Avellino,Naples,Campania,Men,70.08100259193911,Store Pickup,October 2023,Q2 2024,B6 2023,2024
2431,SKU02431,Trousers,"Johnson, Gonzales and Williams",42.79291759546271,80,2023-10-18 00:00:00,2024-06-29 00:00:00,VZL-2844,1,,,,,,,,,,Monza,Milan,Lombardy,Accessories,46.22472468270021,Store Pickup,March 2024,Q1 2024,B1 2024,2024
2432,SKU02432,Trousers,Cooley-Lane,17.36898125502197,13,2023-04-17 00:00:00,2025-04-17 00:00:00,BNE-4405,2,,,,,,,,,,Terni,Perugia,Umbria,Unisex,83.0194227277666,Online,January 2024,Q3 2023,B2 2024,2023
2433,SKU02433,Bags,Rubio Ltd,15.904049578075892,98,2024-11-16 00:00:00,2024-07-13 00:00:00,RXA-1557,3,,,,,,,,,,La Spezia,Genoa,Liguria,Women,90.86010287606355,In-store,August 2023,Q1 2024,B4 2023,2024
2434,SKU02434,Shoes,"King, Parsons and Reed",49.162254602419125,39,2024-04-07 00:00:00,2024-03-11 00:00:00,VZL-2844,1,,,,,,,,,,Orvieto,Perugia,Umbria,Unisex,71.24011118185602,Online,March 2024,Q4 2023,B1 2024,2023
2435,SKU02435,Bags,"Brandt, Mitchell and Mcdonald",17.338944615851524,95,2023-12-20 00:00:00,2026-04-16 00:00:00,HZW-5578,5,,,,,,,,,,Teramo,Chieti,Abruzzo,Women,63.60997328719862,Delivery,July 2023,Q4 2023,B3 2023,2023
2436,SKU02436,Shirts,"Drake, Ewing and Moore",17.40379175606443,42,2023-02-11 00:00:00,2025-06-02 00:00:00,PGB-3056,1,,,,,,,,,,Novara,Turin,Piedmont,Shoes,27.086942422823746,In-store,November 2023,Q3 2023,B1 2024,2023
2437,SKU02437,Coats,"Wright, Rice and Williams",18.86669978621256,59,2024-04-23 00:00:00,2026-03-01 00:00:00,TNO-2024,4,,,,,,,,,,Taranto,Bari,Apulia,Unisex,94.97484512634612,In-store,January 2024,Q2 2024,B1 2024,2023
2438,SKU02438,Shoes,"Strickland, Cooper and Hammond",15.639048594888845,83,2024-01-22 00:00:00,2024-09-19 00:00:00,AEF-3106,3,,,,,,,,,,Milan,Milan,Lombardy,Unisex,43.45433871390017,In-store,September 2023,Q3 2023,B2 2024,2023
2439,SKU02439,Bags,Vaughn Group,15.285539209911528,35,2024-09-20 00:00:00,2024-11-24 00:00:00,FTC-0037,1,,,,,,,,,,Enna,Palermo,Sicily,Accessories,56.46413988962354,Store Pickup,February 2024,Q3 2023,B3 2023,2023
2440,SKU02440,Jackets,"Kim, Hunter and Gonzales",12.354966162423827,16,2023-04-06 00:00:00,2025-12-11 00:00:00,VZL-2844,2,,,,,,,,,,Macerata,Ancona,Marche,Men,79.92694353903177,In-store,January 2024,Q3 2023,B3 2024,2024
2441,SKU02441,Shirts,"Bowman, Kennedy and Rogers",11.422299474503202,28,2023-08-22 00:00:00,2025-07-24 00:00:00,RXM-1608,5,,,,,,,,,,Biella,Turin,Piedmont,Accessories,85.04273174929378,In-store,March 2024,Q1 2024,B3 2023,2023
2442,SKU02442,Coats,"Richmond, Thomas and Walker",31.088383022653282,51,2023-02-22 00:00:00,2026-05-30 00:00:00,MML-7180,4,,,,,,,,,,Civitavecchia,Rome,Lazio,Shoes,17.883088052645586,Online,January 2024,Q4 2023,B1 2024,2023
2443,SKU02443,Shoes,Paul and Sons,19.587709536014444,28,2024-12-19 00:00:00,2024-09-18 00:00:00,DNJ-2424,5,,,,,,,,,,Cremona,Milan,Lombardy,Unisex,81.75716492192272,Delivery,January 2024,Q4 2023,B2 2024,2023
2444,SKU02444,Shoes,Ross-Davis,18.562899744215645,92,2024-09-30 00:00:00,2026-07-07 00:00:00,DAX-2105,5,,,,,,,,,,Merano,Trento,Trentino-Alto Adige,Accessories,41.00140224476901,Store Pickup,April 2024,Q3 2023,B2 2024,2023
2445,SKU02445,Shoes,"Burgess, Smith and Brooks",19.59257042333174,94,2024-01-01 00:00:00,2025-02-23 00:00:00,DEU-1056,4,,,,,,,,,,Trieste,Trieste,Friuli Venezia Giulia,Men,35.06868767453105,In-store,December 2023,Q4 2023,B3 2023,2023
2446,SKU02446,Jeans,Johnson LLC,14.737013921727389,32,2023-07-23 00:00:00,2024-07-12 00:00:00,JEL-1902,3,,,,,,,,,,Sondrio,Milan,Lombardy,Unisex,90.93073210358783,Store Pickup,October 2023,Q1 2024,B2 2024,2023
2447,SKU02447,Accessories,"Rivera, Miller and Bowers",40.44105427471235,33,2023-07-19 00:00:00,2025-09-02 00:00:00,RJW-8312,1,,,,,,,,,,Ortona,Chieti,Abruzzo,Unisex,68.76050682055467,Store Pickup,July 2023,Q3 2023,B1 2024,2023
2448,SKU02448,Jackets,Charles Inc,39.84923819871892,97,2023-07-10 00:00:00,2025-02-06 00:00:00,KYA-2585,3,,,,,,,,,,Cremona,Milan,Lombardy,Women,82.3327159902095,In-store,June 2023,Q3 2023,B6 2023,2023
2449,SKU02449,Bags,Lowe Inc,41.1155927388674,56,2023-09-11 00:00:00,2024-02-21 00:00:00,MCW-1703,2,,,,,,,,,,Venice,Venice,Veneto,Men,59.15021549217185,Delivery,June 2023,Q4 2023,B4 2023,2023
2450,SKU02450,Jackets,Mueller Group,34.26694070456696,17,2024-06-24 00:00:00,2024-04-24 00:00:00,BCJ-4524,2,,,,,,,,,,Pisa,Florence,Tuscany,Women,28.15684092118238,Online,March 2024,Q3 2023,B3 2024,2023
2451,SKU02451,Shirts,Lang Ltd,7.399027522571124,51,2023-08-27 00:00:00,2025-06-17 00:00:00,NCO-4847,3,,,,,,,,,,Cagliari,Cagliari,Sardinia,Shoes,26.49664679592889,Delivery,April 2024,Q4 2023,B4 2023,2023
2452,SKU02452,Jackets,Schneider LLC,15.629340079588594,92,2023-12-30 00:00:00,2026-03-16 00:00:00,OTY-3976,3,,,,,,,,,,Florence,Florence,Tuscany,Women,35.377415367231315,Store Pickup,January 2024,Q1 2024,B3 2023,2023
2453,SKU02453,Bags,Byrd-Miles,20.22414841437007,51,2023-12-25 00:00:00,2024-01-04 00:00:00,CXN-6164,4,,,,,,,,,,Padua,Venice,Veneto,Shoes,78.13897202148978,Online,October 2023,Q3 2023,B5 2023,2023
2454,SKU02454,Coats,Robertson LLC,10.330507641601123,11,2024-06-23 00:00:00,2025-12-01 00:00:00,XBH-6644,1,,,,,,,,,,Perugia,Perugia,Umbria,Women,80.06178221294181,Online,November 2023,Q4 2023,B5 2023,2023
2455,SKU02455,Accessories,"Howard, Cox and Jones",5.582334258357117,93,2024-05-05 00:00:00,2025-02-07 00:00:00,XBZ-0171,4,,,,,,,,,,Vercelli,Turin,Piedmont,Women,22.739609139677896,In-store,August 2023,Q3 2023,B6 2023,2024
2456,SKU02456,Shirts,Navarro-King,33.38500220930626,15,2024-11-12 00:00:00,2024-04-24 00:00:00,AUV-4123,4,,,,,,,,,,Courmayeur,Aosta,Aosta Valley,Accessories,66.8601265116695,In-store,November 2023,Q2 2023,B6 2023,2024
2457,SKU02457,Bags,Williams Inc,42.664120200250714,72,2023-01-22 00:00:00,2025-10-22 00:00:00,OFQ-1417,4,,,,,,,,,,Aosta,Aosta,Aosta Valley,Shoes,74.05706300818234,In-store,April 2024,Q1 2024,B2 2024,2024
2458,SKU02458,Shoes,"Gomez, Christensen and Warner",23.280852952644274,2,2023-10-15 00:00:00,2025-04-07 00:00:00,WBC-8359,2,,,,,,,,,,Treviso,Venice,Veneto,Accessories,89.68407050906177,Delivery,April 2024,Q2 2023,B4 2023,2024
2459,SKU02459,Jeans,Jackson Group,20.109110305627325,71,2024-02-28 00:00:00,2026-11-27 00:00:00,JBT-1929,4,,,,,,,,,,Ascoli Piceno,Ancona,Marche,Unisex,75.0818145820669,Online,January 2024,Q3 2023,B1 2024,2023
2460,SKU02460,Shoes,"Evans, Wells and Wilson",38.16584730853958,12,2024-08-18 00:00:00,2024-07-21 00:00:00,DPM-7957,3,,,,,,,,,,La Spezia,Genoa,Liguria,Accessories,62.06311733060128,Delivery,August 2023,Q4 2023,B6 2023,2023
2461,SKU02461,Shirts,Walker-Jones,27.455935834737808,25,2024-11-02 00:00:00,2024-09-07 00:00:00,RAF-1539,5,,,,,,,,,,Olbia,Cagliari,Sardinia,Accessories,74.57155236456403,Store Pickup,January 2024,Q4 2023,B3 2023,2024
2462,SKU02462,Accessories,Harris-Ruiz,22.82047180990262,98,2024-04-16 00:00:00,2026-05-25 00:00:00,TQS-3766,2,,,,,,,,,,Reggio Emilia,Bologna,Emilia-Romagna,Unisex,59.55602364067245,Delivery,April 2024,Q4 2023,B4 2023,2024
2463,SKU02463,Shoes,Sanchez Group,11.306391919124007,58,2023-02-14 00:00:00,2025-07-20 00:00:00,TDI-4065,2,,,,,,,,,,Pisa,Florence,Tuscany,Men,15.204643643807007,Delivery,July 2023,Q4 2023,B4 2023,2024
2464,SKU02464,Jackets,"King, Maxwell and Henderson",47.62105990100814,71,2023-08-01 00:00:00,2024-06-11 00:00:00,LSN-2031,3,,,,,,,,,,Savona,Genoa,Liguria,Shoes,40.234226542053634,Delivery,February 2024,Q4 2023,B4 2023,2023
2465,SKU02465,Shoes,Scott-Sims,49.763460224714706,84,2024-02-09 00:00:00,2026-12-17 00:00:00,HQR-3013,1,,,,,,,,,,Trapani,Palermo,Sicily,Men,74.98376329198607,Store Pickup,May 2024,Q3 2023,B6 2023,2023
2466,SKU02466,Shirts,Hicks-Herring,11.81918006785525,29,2024-01-03 00:00:00,2024-04-01 00:00:00,NSN-5797,4,,,,,,,,,,Merano,Trento,Trentino-Alto Adige,Accessories,21.673642880580104,Delivery,May 2024,Q3 2023,B4 2023,2024
2467,SKU02467,Trousers,Adams Ltd,42.24955337066861,30,2023-09-04 00:00:00,2026-06-02 00:00:00,TPA-5091,4,,,,,,,,,,Vercelli,Turin,Piedmont,Women,40.44799994761598,In-store,July 2023,Q4 2023,B3 2024,2024
2468,SKU02468,Trousers,Stephens and Sons,27.596524398838916,44,2024-06-03 00:00:00,2026-01-18 00:00:00,TPA-5524,3,,,,,,,,,,Caltanissetta,Palermo,Sicily,Women,37.627333026734526,Store Pickup,March 2024,Q3 2023,B5 2023,2023
2469,SKU02469,Bags,Jones PLC,7.954151829126998,42,2023-01-06 00:00:00,2024-11-22 00:00:00,CTV-6623,1,,,,,,,,,,Vercelli,Turin,Piedmont,Women,51.98776529573366,In-store,December 2023,Q2 2024,B4 2023,2024
2470,SKU02470,Coats,"Evans, Santiago and Baker",47.98575525106619,73,2024-10-21 00:00:00,2025-10-10 00:00:00,KUT-5535,3,,,,,,,,,,Parma,Bologna,Emilia-Romagna,Shoes,62.95097234018819,Delivery,February 2024,Q2 2023,B1 2024,2024
2471,SKU02471,Coats,Bailey PLC,43.85547950137271,29,2024-05-24 00:00:00,2025-01-16 00:00:00,RSU-4698,1,,,,,,,,,,Enna,Palermo,Sicily,Women,17.938448330870038,Store Pickup,January 2024,Q3 2023,B3 2023,2024
2472,SKU02472,Shirts,"Jones, Cole and Chambers",25.634556728748905,14,2024-09-03 00:00:00,2026-08-16 00:00:00,DEU-1056,4,,,,,,,,,,Novara,Turin,Piedmont,Shoes,28.555052705348686,Store Pickup,December 2023,Q4 2023,B5 2023,2023
2473,SKU02473,Accessories,Caldwell PLC,13.174062309657375,3,2024-10-05 00:00:00,2025-06-26 00:00:00,ZIP-9489,5,,,,,,,,,,Genoa,Genoa,Liguria,Women,82.92144543830781,Online,May 2024,Q4 2023,B6 2023,2023
2474,SKU02474,Shirts,Stephens and Sons,28.091581092492518,60,2024-08-04 00:00:00,2024-11-27 00:00:00,BWP-1453,5,,,,,,,,,,Gorizia,Trieste,Friuli Venezia Giulia,Accessories,41.59129455644368,Store Pickup,May 2024,Q1 2024,B6 2023,2024
2475,SKU02475,Jackets,Munoz-Hughes,22.062537576621644,36,2023-11-14 00:00:00,2024-02-18 00:00:00,UVA-3965,4,,,,,,,,,,Mantova,Milan,Lombardy,Women,63.07993326881192,Delivery,December 2023,Q1 2024,B1 2024,2024
2476,SKU02476,Bags,Sullivan-Clark,11.435134240645722,88,2023-03-20 00:00:00,2024-12-26 00:00:00,XHI-2084,2,,,,,,,,,,Matera,Potenza,Basilicata,Unisex,33.74330503310684,In-store,December 2023,Q1 2024,B6 2023,2024
2477,SKU02477,Trousers,Harrison-Martinez,45.94177222290334,91,2023-09-17 00:00:00,2026-10-26 00:00:00,KEZ-2125,3,,,,,,,,,,Tivoli,Rome,Lazio,Men,99.20807063157255,Online,March 2024,Q2 2023,B1 2024,2024
2478,SKU02478,Jeans,Jackson Group,49.659476547060045,64,2024-05-08 00:00:00,2025-11-09 00:00:00,ZQO-5463,5,,,,,,,,,,Ravenna,Bologna,Emilia-Romagna,Women,14.057174273579424,Delivery,March 2024,Q2 2024,B5 2023,2023
2479,SKU02479,Coats,Chambers LLC,20.592584803073734,39,2023-09-15 00:00:00,2024-09-18 00:00:00,JJK-9157,4,,,,,,,,,,Taranto,Bari,Apulia,Shoes,56.42209975377941,In-store,March 2024,Q4 2023,B1 2024,2023
2480,SKU02480,Shoes,"Rogers, Stewart and Schneider",42.19975472449643,63,2024-03-25 00:00:00,2024-08-02 00:00:00,TQS-3766,5,,,,,,,,,,Udine,Trieste,Friuli Venezia Giulia,Men,40.96927272046836,Online,November 2023,Q3 2023,B2 2024,2023
2481,SKU02481,Accessories,Ramirez and Sons,29.799045612283756,11,2024-01-06 00:00:00,2025-04-22 00:00:00,IZR-0918,3,,,,,,,,,,Fermo,Ancona,Marche,Shoes,71.6817124016114,Online,May 2024,Q1 2024,B3 2024,2023
